frame,vehicle_type,id,bbox
495,2,10,"[[177.3756103515625, 209.425048828125, 220.44937133789062, 241.75047302246094]]"
496,2,10,"[[178.229248046875, 211.30661010742188, 220.74862670898438, 243.05340576171875]]"
497,2,10,"[[177.40939331054688, 212.14784240722656, 220.13058471679688, 244.27993774414062]]"
498,2,10,"[[176.80206298828125, 213.4248046875, 219.71987915039062, 245.98135375976562]]"
499,2,10,"[[176.37950134277344, 215.5481719970703, 219.06890869140625, 248.1216278076172]]"
500,2,10,"[[176.10684204101562, 216.90953063964844, 218.17819213867188, 249.08181762695312]]"
501,2,10,"[[175.8608856201172, 218.78460693359375, 217.57376098632812, 250.7023162841797]]"
502,2,10,"[[175.6673126220703, 220.55679321289062, 217.9033660888672, 252.97752380371094]]"
503,2,10,"[[173.52003479003906, 222.3708953857422, 218.27964782714844, 256.6695251464844]]"
504,2,10,"[[172.79058837890625, 224.24623107910156, 218.35537719726562, 258.9979553222656]]"
505,2,10,"[[171.43943786621094, 225.34881591796875, 218.90089416503906, 261.6304626464844]]"
506,2,10,"[[171.53297424316406, 227.23838806152344, 218.76565551757812, 263.39703369140625]]"
507,2,10,"[[170.88819885253906, 228.2996368408203, 219.4155731201172, 265.7189025878906]]"
508,2,10,"[[170.25384521484375, 230.27072143554688, 219.37496948242188, 268.3408203125]]"
509,2,10,"[[170.09486389160156, 232.3396453857422, 219.5773468017578, 270.7898254394531]]"
510,2,10,"[[168.9721221923828, 234.5704803466797, 219.37742614746094, 273.7790832519531]]"
511,2,10,"[[168.24542236328125, 236.30604553222656, 219.13543701171875, 276.09307861328125]]"
512,2,10,"[[167.54440307617188, 237.92910766601562, 219.03582763671875, 278.3614807128906]]"
513,2,10,"[[167.80838012695312, 240.16009521484375, 219.83126831054688, 281.2204895019531]]"
514,2,10,"[[167.95370483398438, 243.96371459960938, 218.9241180419922, 284.2190246582031]]"
515,2,10,"[[167.53887939453125, 246.7004852294922, 218.66152954101562, 287.0526123046875]]"
516,2,10,"[[166.15599060058594, 248.89515686035156, 219.52774047851562, 291.06085205078125]]"
517,2,10,"[[165.7467498779297, 251.4388427734375, 218.68405151367188, 293.3648986816406]]"
518,2,10,"[[164.55255126953125, 253.52061462402344, 218.7525634765625, 296.5870056152344]]"
519,2,10,"[[163.56202697753906, 255.73025512695312, 218.9220733642578, 299.8772888183594]]"
520,2,10,"[[162.47525024414062, 257.58111572265625, 219.38449096679688, 303.23162841796875]]"
521,2,10,"[[161.03610229492188, 259.9217529296875, 219.26412963867188, 306.8744812011719]]"
522,2,10,"[[160.80299377441406, 262.8379211425781, 219.08953857421875, 310.0560302734375]]"
523,2,10,"[[160.0550537109375, 266.2789306640625, 218.589111328125, 313.71136474609375]]"
524,2,10,"[[158.35446166992188, 267.6277160644531, 219.53858947753906, 317.66400146484375]]"
525,2,10,"[[158.1701202392578, 271.8418884277344, 218.88206481933594, 321.5521240234375]]"
526,2,10,"[[157.25634765625, 274.66009521484375, 218.8338623046875, 325.2990417480469]]"
527,2,10,"[[154.3916473388672, 278.8055419921875, 218.91607666015625, 331.88897705078125]]"
528,7,10,"[[150.37400817871094, 274.0096435546875, 227.4131622314453, 337.818359375]]"
529,2,10,"[[151.74127197265625, 282.0132141113281, 222.0413055419922, 340.4748840332031]]"
530,2,10,"[[148.11492919921875, 287.06451416015625, 219.9968719482422, 346.8746643066406]]"
531,2,10,"[[145.4760284423828, 290.7084045410156, 219.7981719970703, 352.58087158203125]]"
532,2,10,"[[144.8030242919922, 296.24261474609375, 218.3655242919922, 357.34259033203125]]"
533,2,10,"[[145.14617919921875, 300.6929931640625, 216.98260498046875, 359.947998046875]]"
534,2,10,"[[144.85389709472656, 304.504150390625, 214.86685180664062, 360.0]]"
535,2,10,"[[146.47801208496094, 309.7852783203125, 211.59532165527344, 360.0]]"
536,2,10,"[[147.21939086914062, 311.88653564453125, 211.0753936767578, 360.0]]"
537,2,10,"[[150.0502166748047, 319.0733947753906, 207.25637817382812, 360.0]]"
